Bioguide,screen_name,campaign,platform,platform_id,followers,tweets
N000015,reprichardneal,0,twitter,442824717,27692.0,1862.0
N000002,repjerrynadler,0,twitter,40302336,213007.0,6075.0
M001183,sen_joemanchin,0,twitter,234374703,181392.0,6069.0
M001180,repmckinley,0,twitter,240427862,30383.0,5931.0
M001177,repmcclintock,0,twitter,50152441,14515.0,491.0
M001176,senjeffmerkley,0,twitter,29201047,445712.0,10054.0
M001166,repmcnerney,0,twitter,385429543,25121.0,2335.0
M001165,gopleader,0,twitter,19739126,322288.0,10690.0
M001163,dorismatsui,0,twitter,38254095,35936.0,3375.0
M001160,repgwenmoore,0,twitter,22669526,36886.0,6991.0
M001159,cathymcmorris,0,twitter,17976923,49525.0,11134.0
M001158,repkenmarchant,0,twitter,23976316,26754.0,5169.0
M001157,repmccaul,0,twitter,26424123,30537.0,3965.0
M001156,patrickmchenry,0,twitter,27676828,28487.0,4906.0
M001153,lisamurkowski,0,twitter,18061669,263757.0,7406.0
M001143,bettymccollum04,0,twitter,516880804,32266.0,7542.0
M001137,repgregorymeeks,0,twitter,22812754,27561.0,5369.0
M001111,pattymurray,0,twitter,293131808,422047.0,16626.0
M000934,jerrymoran,0,twitter,18632666,96338.0,5565.0
M000639,senatormenendez,0,twitter,18695134,163358.0,10700.0
M000355,mcconnellpress,0,twitter,339822881,84521.0,11998.0
M000312,repmcgovern,0,twitter,242426145,56890.0,9854.0
M000133,senmarkey,0,twitter,21406834,158679.0,14443.0
M000087,repmaloney,0,twitter,258900199,41842.0,10764.0
L000577,senmikelee,0,twitter,88784440,505845.0,4950.0
L000576,usreplong,0,twitter,1444015610,18814.0,7584.0
L000575,senatorlankford,0,twitter,225921757,76105.0,6352.0
L000570,repbenraylujan,0,twitter,19318314,22275.0,3118.0
L000569,repblaine,0,twitter,1849261916,12711.0,2024.0
L000566,boblatta,0,twitter,15394954,37818.0,7146.0
L000565,daveloebsack,0,twitter,510516465,9113.0,1251.0
L000564,repdlamborn,0,twitter,584012853,21990.0,4838.0
L000563,replipinski,0,twitter,1009269193,14576.0,3206.0
L000562,repstephenlynch,0,twitter,310310133,22869.0,3976.0
L000560,repricklarsen,0,twitter,404132211,18994.0,9406.0
L000559,jimlangevin,0,twitter,18909919,24586.0,11289.0
L000557,repjohnlarson,0,twitter,50452197,25281.0,3634.0
L000551,repbarbaralee,0,twitter,248735463,241912.0,9927.0
L000491,repfranklucas,0,twitter,242772524,19452.0,983.0
L000480,nitalowey,0,twitter,221792092,32728.0,4163.0
L000397,repzoelofgren,0,twitter,267938462,45607.0,2308.0
L000287,repjohnlewis,0,twitter,29450962,1085761.0,1948.0
L000174,senatorleahy,0,twitter,242836537,185709.0,15320.0
K000378,repkinzinger,0,twitter,219429281,53204.0,7885.0
K000376,mikekellypa,0,twitter,935368364,14480.0,2660.0
K000375,usrepkeating,0,twitter,232992031,16076.0,1422.0
K000362,stevekingia,0,twitter,48117116,116830.0,2771.0
K000210,reppeteking,0,twitter,18277655,36413.0,2884.0
K000188,repronkind,0,twitter,112740986,15439.0,1531.0
K000009,repmarcykaptur,0,twitter,581141508,20431.0,4359.0
J000293,senronjohnson,0,twitter,233737858,108640.0,5128.0
J000292,repbilljohnson,0,twitter,211530910,36405.0,5871.0
J000289,jim_jordan,0,twitter,18166778,646057.0,3386.0
J000288,rephankjohnson,0,twitter,24745957,35929.0,5456.0
J000300,sendougjones,0,twitter,941080085121175552,21420.0,900.0
J000126,repebj,0,twitter,168502762,33563.0,8562.0
J000032,jacksonleetx18,0,twitter,80612021,76798.0,7761.0
I000024,inhofepress,0,twitter,20546536,15519.0,6293.0
H001061,senjohnhoeven,0,twitter,382791093,92129.0,3486.0
H001058,rephuizenga,0,twitter,233949261,20967.0,6515.0
H001056,herrerabeutler,0,twitter,242926427,20482.0,1231.0
H001053,rephartzler,0,twitter,237763317,21664.0,6920.0
H001048,rep_hunter,0,twitter,1305596696,19122.0,869.0
H001047,jahimes,0,twitter,31611298,89354.0,10112.0
H001046,martinheinrich,0,twitter,1099199839,189268.0,7570.0
H001042,maziehirono,0,twitter,92186819,409156.0,5621.0
H001038,repbrianhiggins,0,twitter,33576489,23642.0,14335.0
H000874,leaderhoyer,0,twitter,22012091,117375.0,18108.0
H000324,rephastingsfl,0,twitter,2433737761,25433.0,1753.0
G000568,repmgriffith,0,twitter,234057152,28801.0,1388.0
G000565,repgosar,0,twitter,240760644,54058.0,9872.0
G000563,repbobgibbs,0,twitter,234822928,36386.0,3263.0
G000562,sencorygardner,0,twitter,235217558,117742.0,4660.0
G000560,reptomgraves,0,twitter,190328374,21262.0,4267.0
G000559,repgaramendi,0,twitter,88806753,28374.0,13641.0
G000553,repalgreen,0,twitter,156333623,66965.0,1940.0
G000552,replouiegohmert,0,twitter,22055226,222735.0,7537.0
G000551,repraulgrijalva,0,twitter,28602948,36287.0,5524.0
G000386,chuckgrassley,0,twitter,10615232,421536.0,8107.0
G000377,repkaygranger,0,twitter,161743731,21106.0,1790.0
G000359,grahamblog,0,twitter,14845376,119071.0,4233.0
F000461,repbillflores,0,twitter,237312687,19865.0,10101.0
F000459,repchuck,0,twitter,235190657,16209.0,2674.0
F000455,repmarciafudge,0,twitter,153486399,38129.0,5874.0
F000450,virginiafoxx,0,twitter,16256269,24379.0,3907.0
F000449,jefffortenberry,0,twitter,18805303,21553.0,3621.0
F000062,senfeinstein,0,twitter,476256944,1357164.0,8975.0
E000285,senatorenzi,0,twitter,291756142,92260.0,4381.0
E000215,repannaeshoo,0,twitter,249348006,43482.0,2492.0
E000179,repeliotengel,0,twitter,164007407,34225.0,4748.0
D000616,desjarlaistn04,0,twitter,235312723,18480.0,4929.0
D000615,repjeffduncan,0,twitter,240393970,55151.0,8869.0
D000614,repseanduffy,0,twitter,234022257,41535.0,7146.0
D000610,repteddeutch,0,twitter,137794015,63861.0,8307.0
D000600,mariodb,0,twitter,37094727,51488.0,7743.0
D000563,senatordurbin,0,twitter,247334603,613389.0,14608.0
D000482,usrepmikedoyle,0,twitter,39249305,19179.0,1751.0
D000399,replloyddoggett,0,twitter,153944899,34592.0,7885.0
D000216,rosadelauro,0,twitter,140519774,41712.0,7043.0
D000197,repdianadegette,0,twitter,28599820,49465.0,5131.0
D000191,reppeterdefazio,0,twitter,252249233,29967.0,1404.0
C001088,chriscoons,0,twitter,15324851,142272.0,11744.0
C001087,reprickcrawford,0,twitter,233693291,18905.0,5274.0
C001084,repcicilline,0,twitter,462143773,23498.0,6057.0
C001080,repjudychu,0,twitter,193732179,70763.0,5294.0
C001078,gerryconnolly,0,twitter,78445977,50892.0,7438.0
C001072,repandrecarson,0,twitter,199325935,43186.0,3963.0
C001070,senbobcasey,0,twitter,171598736,407988.0,9185.0
C001069,repjoecourtney,0,twitter,85396297,24500.0,6897.0
C001068,repcohen,0,twitter,162069635,66310.0,9844.0
C001067,repyvetteclarke,0,twitter,240812994,61114.0,12435.0
C001063,repcuellar,0,twitter,210926192,23813.0,5287.0
C001062,conawaytx11,0,twitter,295685416,21583.0,1001.0
C001061,repcleaver,0,twitter,163570705,42122.0,6617.0
C001059,repjimcosta,0,twitter,245451804,19755.0,2423.0
C001056,johncornyn,0,twitter,13218102,213136.0,31958.0
C001053,tomcoleok04,0,twitter,23124635,23427.0,1511.0
C001051,judgecarter,0,twitter,18030431,15308.0,6231.0
C001047,sencapito,0,twitter,193794406,68275.0,8095.0
C001035,senatorcollins,0,twitter,19726613,502782.0,3143.0
C000984,repcummings,0,twitter,787373558,447190.0,6820.0
C000880,mikecrapo,0,twitter,600463589,95776.0,6498.0
C000754,repjimcooper,0,twitter,22523087,24975.0,3075.0
C000537,whipclyburn,0,twitter,188019606,70583.0,2836.0
C000266,repstevechabot,0,twitter,237750442,28038.0,3253.0
C000174,senatorcarper,0,twitter,249787913,96230.0,8329.0
C000141,senatorcardin,0,twitter,109071031,244327.0,10533.0
C000127,senatorcantwell,0,twitter,117501995,229677.0,8329.0
C000059,kencalvert,0,twitter,22545491,20517.0,5724.0
B001277,senblumenthal,0,twitter,278124059,594668.0,12471.0
B001275,replarrybucshon,0,twitter,234812598,21196.0,5501.0
B001274,repmobrooks,0,twitter,237299871,32341.0,2553.0
B001270,repkarenbass,0,twitter,239949176,108599.0,5069.0
B001267,senatorbennet,0,twitter,224285242,291280.0,3712.0
B001261,senjohnbarrasso,0,twitter,202206694,117582.0,4304.0
B001260,vernbuchanan,0,twitter,20467163,29243.0,2669.0
B001257,repgusbilirakis,0,twitter,26051676,30683.0,5690.0
B001251,gkbutterfield,0,twitter,432676344,18935.0,5743.0
B001250,reprobbishop,0,twitter,148006729,,
B001248,michaelcburgess,0,twitter,15751083,28473.0,5737.0
B001243,marshablackburn,0,twitter,278145569,84604.0,6691.0
B001236,johnboozman,0,twitter,5558312,84610.0,5293.0
B001135,senatorburr,0,twitter,21157904,152583.0,3812.0
B000944,sensherrodbrown,0,twitter,43910797,372674.0,6230.0
B000755,repkevinbrady,0,twitter,19926675,47275.0,12701.0
B000575,royblunt,0,twitter,21269970,105610.0,11742.0
B000574,blumenauermedia,0,twitter,137823987,3040.0,352.0
B000490,sanfordbishop,0,twitter,249410485,19870.0,2024.0
A000360,senalexander,0,twitter,76649729,106447.0,6939.0
A000055,robert_aderholt,0,twitter,76452765,25831.0,1645.0
D000617,repdelbene,0,twitter,995193054,25366.0,5447.0
B001278,repbonamici,0,twitter,558769636,28208.0,4896.0
K000383,senangusking,0,twitter,1068481578,206764.0,4210.0
A000369,markamodeinv2,0,twitter,402719755,13346.0,1218.0
S001193,repswalwell,0,twitter,942156122,548141.0,11468.0
M001190,repmullin,0,twitter,1060370282,18621.0,3090.0
K000379,repjoekennedy,0,twitter,1055907624,802211.0,5996.0
B001284,susanwbrooks,0,twitter,1074101017,21583.0,6508.0
W000813,repwalorski,0,twitter,1065995022,17289.0,4735.0
R000597,reptomrice,0,twitter,1058345042,16125.0,1917.0
M001188,repgracemeng,0,twitter,1051127714,27823.0,4521.0
M001185,repseanmaloney,0,twitter,1072467470,31547.0,5884.0
H001064,repdennyheck,0,twitter,1068499286,24142.0,4304.0
H001065,repholding,0,twitter,1058460818,16642.0,891.0
T000472,repmarktakano,0,twitter,1037321378,50267.0,3431.0
J000294,repjeffries,0,twitter,467823431,139988.0,3473.0
J000295,repdavejoyce,0,twitter,976969338,20829.0,4355.0
L000579,replowenthal,0,twitter,1055730738,29723.0,4813.0
C001093,repdougcollins,0,twitter,1060487274,95713.0,3990.0
W000814,txrandy14,0,twitter,1058051748,15988.0,2674.0
K000381,repderekkilmer,0,twitter,1058917562,25219.0,2927.0
G000571,tulsipress,0,twitter,1064206014,164813.0,4326.0
D000618,stevedaines,0,twitter,11651202,51400.0,5915.0
Y000065,reptedyoho,0,twitter,1071900114,32173.0,1387.0
K000382,repanniekuster,0,twitter,1058717720,21607.0,4798.0
K000380,repdankildee,0,twitter,1045110018,40073.0,6467.0
C001090,repcartwright,0,twitter,776664410,13469.0,2126.0
C001095,sentomcotton,0,twitter,968650362,155209.0,8560.0
B001286,repcheri,0,twitter,1092979962,32600.0,4707.0
B001287,repbera,0,twitter,950783972,33903.0,3797.0
F000454,repbillfoster,0,twitter,1080509366,41193.0,3227.0
M001187,repmarkmeadows,0,twitter,963480595,341535.0,2828.0
F000462,reploisfrankel,0,twitter,1077121945,27347.0,6357.0
H001067,reprichhudson,0,twitter,935033864,17619.0,7537.0
V000131,repveasey,0,twitter,1074129612,23792.0,4076.0
V000132,repfilemonvela,0,twitter,1083448909,15824.0,1397.0
P000605,repscottperry,0,twitter,18773159,20219.0,3390.0
R000599,congressmanruiz,0,twitter,1089859058,19259.0,1422.0
C001094,reppaulcook,0,twitter,1074412920,17456.0,1559.0
C001096,senkevincramer,0,twitter,1048784496,19469.0,3863.0
C001092,repchriscollins,0,twitter,1058256326,17288.0,3959.0
W000812,repannwagner,0,twitter,1051446626,22522.0,3601.0
W000817,senwarren,0,twitter,970207298,5203400.0,4502.0
D000619,rodneydavis,0,twitter,993153006,21652.0,6069.0
S001192,repchrisstewart,0,twitter,1072008757,20764.0,3333.0
B001282,repandybarr,0,twitter,1089334250,21482.0,3555.0
C001098,sentedcruz,0,twitter,1074480192,1266476.0,10850.0
D000096,repdannydavis,0,twitter,789244177,12492.0,2056.0
G000546,repsamgraves,0,twitter,29766367,13114.0,7958.0
B001230,senatorbaldwin,0,twitter,1074518754,110729.0,13233.0
W000810,reprobwoodall,0,twitter,2382685057,13878.0,1104.0
W000816,reprwilliams,0,twitter,1077446982,11515.0,4863.0
D000598,repsusandavis,0,twitter,432771620,21843.0,2272.0
D000622,senduckworth,0,twitter,1058520120,550342.0,6025.0
F000463,senatorfischer,0,twitter,1071402577,81421.0,5651.0
H001068,rephuffman,0,twitter,1071102246,33014.0,2488.0
H001052,repandyharrismd,0,twitter,960962340,15854.0,3205.0
P000604,repdonaldpayne,0,twitter,1155335864,17947.0,5414.0
P000608,repscottpeters,0,twitter,1135486501,25981.0,10485.0
C001091,joaquincastrotx,0,twitter,231510077,183043.0,14781.0
W000815,repbradwenstrup,0,twitter,518644221,22953.0,5320.0
S001191,senatorsinema,0,twitter,1080844782,99836.0,12025.0
C001075,senbillcassidy,0,twitter,1017500185356853248,11890.0,1436.0
G000558,repguthrie,0,twitter,1908143071,16371.0,849.0
L000578,replamalfa,0,twitter,1069124515,18037.0,1382.0
C001066,usrepkcastor,0,twitter,1880674038,18920.0,6160.0
K000367,senamyklobuchar,0,twitter,22044727,30982.0,454.0
I000055,senatorisakson,0,twitter,78403308,66084.0,6287.0
C001097,repcardenas,0,twitter,1222257180,20332.0,7518.0
P000607,repmarkpocan,0,twitter,1206227149,87714.0,5934.0
V000130,repjuanvargas,0,twitter,1260172386,23123.0,2288.0
S001194,senbrianschatz,0,twitter,1262099252,45152.0,1515.0
S001168,repsarbanes,0,twitter,364415553,22569.0,2025.0
B001285,juliabrownley26,0,twitter,923251678652043269,21.0,1.0
M001184,repthomasmassie,0,twitter,975200486,76589.0,4763.0
K000385,reprobinkelly,0,twitter,1339931490,27339.0,4482.0
G000555,gillibrandny,0,twitter,899978622416695297,8475.0,489.0
R000584,senatorrisch,0,twitter,1096059529,81434.0,1675.0
B001281,repbeatty,0,twitter,1531521632,35808.0,8445.0
S001203,sentinasmith,0,twitter,941000686275387392,40715.0,2595.0
S001195,repjasonsmith,0,twitter,1623308912,26406.0,3348.0
S000522,repchrissmith,0,twitter,1289319271,23984.0,1073.0
M001169,senmurphyoffice,0,twitter,2853793517,3584.0,1208.0
B001288,senbooker,0,twitter,2167097881,139473.0,5183.0
C001101,repkclark,0,twitter,2293131060,65262.0,5253.0
B001289,repbyrne,0,twitter,2253968388,22000.0,14942.0
N000189,repnewhouse,0,twitter,2930635215,13556.0,1494.0
R000601,repratcliffe,0,twitter,2847221717,64049.0,2558.0
L000583,reploudermilk,0,twitter,2914163523,18025.0,2310.0
C001103,repbuddycarter,0,twitter,2973870195,19697.0,1854.0
B001295,repbost,0,twitter,2964877294,11186.0,1918.0
A000370,repadams,0,twitter,2916086925,15163.0,7049.0
M001194,repmoolenaar,0,twitter,2696643955,10994.0,854.0
S001196,repstefanik,0,twitter,2962813893,31173.0,4210.0
R000603,repdavidrouzer,0,twitter,834069080,9737.0,1085.0
P000609,usrepgarypalmer,0,twitter,2861616083,16662.0,2064.0
E000294,reptomemmer,0,twitter,2914515430,13319.0,4236.0
A000374,repabraham,0,twitter,2962891515,21446.0,968.0
Z000017,repleezeldin,0,twitter,2750127259,88257.0,2320.0
K000386,repjohnkatko,0,twitter,2966765501,14725.0,1010.0
W000821,repwesterman,0,twitter,2852998461,9157.0,5071.0
H001072,repfrenchhill,0,twitter,2953974395,14319.0,2523.0
B001291,repbrianbabin,0,twitter,2929491549,12099.0,2823.0
M001195,repalexmooney,0,twitter,2964526557,8300.0,1854.0
B001297,repkenbuck,0,twitter,2862577383,26249.0,1577.0
R000602,repkathleenrice,0,twitter,2970462034,27736.0,2946.0
D000624,repdebdingell,0,twitter,2970279814,50262.0,3580.0
T000474,normajtorres,0,twitter,236279233,28445.0,7283.0
S001197,sensasse,0,twitter,2962923040,144237.0,903.0
S001198,sendansullivan,0,twitter,2891210047,37655.0,2545.0
A000372,reprickallen,0,twitter,2964287128,17289.0,1687.0
R000605,senatorrounds,0,twitter,2955485182,20739.0,3235.0
B001296,congboyle,0,twitter,4304448314,12031.0,3882.0
H001071,congressmanhice,0,twitter,2975091705,27085.0,2870.0
A000371,reppeteaguilar,0,twitter,3018670151,12103.0,1671.0
G000574,reprubengallego,0,twitter,2966570782,72748.0,4626.0
P000612,sendavidperdue,0,twitter,2863210809,66330.0,3935.0
P000610,staceyplaskett,0,twitter,2724095695,47662.0,1529.0
W000822,repbonnie,0,twitter,2968451607,27889.0,6040.0
H001073,hurdonthehill,0,twitter,2963445730,49207.0,5518.0
L000582,reptedlieu,0,twitter,3044993235,146645.0,4972.0
G000577,repgarretgraves,0,twitter,2951574214,12279.0,3579.0
D000623,repdesaulnier,0,twitter,2968007206,14606.0,3938.0
W000819,repmarkwalker,0,twitter,2966205003,19742.0,4887.0
M001196,teammoulton,0,twitter,3091316093,8426.0,4374.0
B001292,repdonbeyer,0,twitter,2962868158,75038.0,18345.0
G000576,repgrothman,0,twitter,2976606250,6768.0,2082.0
N000188,donaldnorcross,0,twitter,3122099613,9081.0,7478.0
L000581,replawrence,0,twitter,2863006655,18875.0,4813.0
K000388,reptrentkelly,0,twitter,3317799825,8216.0,1511.0
L000585,replahood,0,twitter,3686482216,13216.0,1710.0
B001299,repjimbanks,0,twitter,816131319033950208,9396.0,3910.0
D000627,repvaldemings,0,twitter,798973032362606600,24337.0,4507.0
B001303,replbr,0,twitter,817050219007328258,10856.0,981.0
R000606,repraskin,0,twitter,806906355214852096,62212.0,6428.0
P000613,repjimmypanetta,0,twitter,796736612554117120,8843.0,2201.0
C001111,repcharliecrist,0,twitter,816030424778543104,10607.0,2373.0
D000628,drnealdunnfl2,0,twitter,815952318487298048,6578.0,1548.0
B001300,repbarragan,0,twitter,816833925456789505,29445.0,3905.0
B001302,repandybiggsaz,0,twitter,816652616625168388,30583.0,5815.0
M001199,repbrianmast,0,twitter,814103950404239360,17322.0,2002.0
M001200,repmceachin,0,twitter,816181091673448448,8366.0,3781.0
D000626,warrendavidson,0,twitter,742735530287304704,17323.0,2720.0
F000465,repdrewferguson,0,twitter,806583915012046854,6646.0,1598.0
G000581,repgonzalez,0,twitter,818536152588238849,5096.0,1180.0
G000583,repjoshg,0,twitter,815310506596691968,9850.0,3531.0
C001113,sencortezmasto,0,twitter,811313565760163844,37244.0,5396.0
K000389,reprokhanna,0,twitter,816298918468259841,51660.0,6954.0
G000582,repjenniffer,0,twitter,819744763020775425,14147.0,5187.0
M001202,repstephmurphy,0,twitter,796183515998068736,21847.0,2445.0
H001074,reptrey,0,twitter,811986281177772032,8579.0,599.0
A000375,reparrington,0,twitter,816284664658874368,7231.0,1812.0
C001109,replizcheney,0,twitter,816719802328715264,23702.0,427.0
C001112,repcarbajal,0,twitter,816157667882373120,9693.0,2118.0
S001201,reptomsuozzi,0,twitter,816705409486618624,8660.0,993.0
S001190,repschneider,0,twitter,1071840474,10048.0,3750.0
B001305,reptedbudd,0,twitter,817138492614524928,10923.0,1526.0
J000298,repjayapal,0,twitter,815733290955112448,174448.0,15665.0
F000466,repbrianfitz,0,twitter,816303263586914304,12175.0,1288.0
O000171,repohalleran,0,twitter,808416682972770304,13814.0,3304.0
R000607,reprooney,0,twitter,816111677917851649,6944.0,912.0
K000393,senjohnkennedy,0,twitter,816683274076614656,67025.0,1694.0
L000586,repallawsonjr,0,twitter,818472418620608512,7194.0,1133.0
M001201,reppaulmitchell,0,twitter,811632636598910976,6396.0,1531.0
K000391,congressmanraja,0,twitter,814179031956488192,17690.0,3717.0
H001076,senatorhassan,0,twitter,946549322,143641.0,7366.0
E000297,repespaillat,0,twitter,817076257770835968,15283.0,8217.0
K000392,repdavidkustoff,0,twitter,816012124505931780,8059.0,1296.0
G000578,repmattgaetz,0,twitter,818948638890217473,317482.0,3862.0
S001200,repdarrensoto,0,twitter,818713465653051392,10572.0,3194.0
B001301,repjackbergman,0,twitter,815241612154417152,6849.0,1006.0
G000579,repgallagher,0,twitter,815966620300480514,14962.0,2424.0
M001198,repmarshall,0,twitter,752364246218862592,,
E000296,repdwightevans,0,twitter,90639372,14763.0,16922.0
R000609,reprutherfordfl,0,twitter,828977216595849216,5288.0,1053.0
J000299,repmikejohnson,0,twitter,827279765287559171,7101.0,1569.0
R000608,senjackyrosen,0,twitter,818554054309715969,20802.0,4092.0
C001110,reploucorrea,0,twitter,815985039485837312,8325.0,561.0
B001298,repdonbacon,0,twitter,818975124460335106,8432.0,6278.0
S001199,repsmucker,0,twitter,41417564,7361.0,3786.0
H001075,senkamalaharris,0,twitter,803694179079458816,848546.0,3462.0
H001077,repclayhiggins,0,twitter,843636970538618880,8873.0,1079.0
B001304,repanthonybrown,0,twitter,823552974253342721,16245.0,3038.0
E000298,repronestes,0,twitter,854715071116849157,4326.0,916.0
G000585,repjimmygomez,0,twitter,2371339658,11443.0,3036.0
N000190,repralphnorman,0,twitter,880480631108644864,6336.0,1535.0
L000589,repdlesko,0,twitter,996094929733652481,12557.0,1198.0
C001114,repjohncurtis,0,twitter,931614483050414080,3185.0,1722.0
H001079,senhydesmith,0,twitter,983348251972816896,7095.0,792.0
L000588,repconorlamb,0,twitter,984456621417000960,5326.0,283.0
C001115,repcloudtx,0,twitter,1039879658400112640,2415.0,111.0
H001080,repdebhaaland,0,twitter,1080695666760929280,61670.0,1420.0
A000377,reparmstrongnd,0,twitter,1080515866255593472,8010.0,458.0
R000616,repharley,0,twitter,1075080722241736704,11719.0,482.0
S001212,reppetestauber,0,twitter,1075830599007510535,2352.0,302.0
L000591,repelaineluria,0,twitter,1080292515939565568,10470.0,807.0
B001306,repbalderson,0,twitter,1037341536592310272,1367.0,372.0
A000376,repcolinallred,0,twitter,1078355119920562176,12063.0,489.0
C001118,repbencline,0,twitter,1072158357237174272,6074.0,253.0
C001122,repcunningham,0,twitter,1080198683713507335,15965.0,546.0
D000630,repdelgado,0,twitter,1080485692298444800,10080.0,774.0
H001066,rephorsford,0,twitter,389840566,10177.0,2459.0
H001082,repkevinhern,0,twitter,1067818539179024386,1718.0,259.0
H001087,repkatiehill,0,twitter,1068273911224094721,64797.0,957.0
L000593,repmikelevin,0,twitter,1072134139560620033,13137.0,517.0
M001206,repjoemorelle,0,twitter,1064595993222615040,5175.0,840.0
N000191,repjoeneguse,0,twitter,1078749802765139968,13325.0,1399.0
S001209,repspanberger,0,twitter,1078771401497161728,19560.0,1161.0
S001213,repbryansteil,0,twitter,1075205691621720064,2005.0,550.0
W000826,repsusanwild,0,twitter,1069636653353000962,5312.0,821.0
R000615,senatorromney,0,twitter,1078693601356509184,35099.0,327.0
M001197,senmcsallyaz,0,twitter,2964949642,64390.0,3573.0
A000378,repcindyaxne,0,twitter,1080865917377097728,8160.0,465.0
B001309,reptimburchett,0,twitter,1028854804087492613,4144.0,255.0
C001119,repangiecraig,0,twitter,1080222360643485698,14101.0,562.0
C001120,repdancrenshaw,0,twitter,1080894931311431682,385575.0,323.0
C001121,repjasoncrow,0,twitter,1080191866509901826,7508.0,823.0
C001124,reptjcox,0,twitter,1080875913926139910,5516.0,670.0
D000629,repdavids,0,twitter,1080516116395499522,48626.0,525.0
B001310,senatorbraun,0,twitter,1080870981877534720,5521.0,478.0
E000299,repescobar,0,twitter,1075517806551154689,37569.0,1943.0
F000468,repfletcher,0,twitter,1075904377221722113,11184.0,600.0
F000469,reprussfulcher,0,twitter,1078741899572240384,1910.0,243.0
G000587,repsylviagarcia,0,twitter,1080587263132733442,12663.0,761.0
G000590,repmarkgreen,0,twitter,1080477288955826176,14873.0,711.0
G000592,repgolden,0,twitter,1080891667308298240,5511.0,362.0
H001085,rephoulahan,0,twitter,1052896620797460481,12328.0,845.0
H001090,repjoshharder,0,twitter,1080851152151953410,13489.0,522.0
J000301,repdustyjohnson,0,twitter,1074782372594413569,3125.0,369.0
L000590,repsusielee,0,twitter,1079061579973439488,10260.0,1216.0
L000592,repandylevin,0,twitter,1080277407867772930,12023.0,551.0
M001204,repmeuser,0,twitter,1080574793630527505,5607.0,312.0
M001209,repbenmcadams,0,twitter,196362083,10748.0,4181.0
P000616,repdeanphillips,0,twitter,1061310112013434882,10215.0,549.0
P000617,reppressley,0,twitter,1080584229510172678,166786.0,1101.0
R000611,repriggleman,0,twitter,1080504024695222273,3907.0,709.0
R000613,repmaxrose,0,twitter,1078692057940742144,13210.0,557.0
S001206,repshalala,0,twitter,1060584809095925762,12876.0,1033.0
S001207,repsherrill,0,twitter,1080569698536878081,10860.0,608.0
S001208,repslotkin,0,twitter,1078401427347857408,17387.0,332.0
S001211,repgregstanton,0,twitter,1080885078425784320,3889.0,283.0
S001215,rephaleystevens,0,twitter,1076161611033968640,14605.0,866.0
S001216,repkimschrier,0,twitter,1080462532815532032,6666.0,285.0
T000479,repvantaylor,0,twitter,1075040139351597056,1817.0,212.0
T000480,reptimmons,0,twitter,1079770852302958592,1572.0,101.0
T000481,reprashida,0,twitter,1079769536730140672,170493.0,391.0
T000482,reploritrahan,0,twitter,1079802482640019456,15127.0,1529.0
T000483,repdavidtrone,0,twitter,1080573351914061825,6480.0,478.0
T000484,reptorressmall,0,twitter,1080830346915209216,11022.0,248.0
U000040,repunderwood,0,twitter,1080539438508400642,72359.0,431.0
W000825,repwexton,0,twitter,1017819745880543238,17764.0,1010.0
W000827,repronwright,0,twitter,1080854935535800320,1647.0,297.0
K000368,repkirkpatrick,0,twitter,1081240074946252801,4862.0,773.0
H001081,repjahanahayes,0,twitter,1082086081238102018,24789.0,839.0
F000467,repfinkenauer,0,twitter,1081256295469068288,6519.0,338.0
D000631,repdean,0,twitter,567508925,18704.0,2510.0
C001123,repgilcisneros,0,twitter,1080986167003230208,5576.0,620.0
B001308,repbrindisi,0,twitter,1080978331535896576,5275.0,700.0
P000614,repchrispappas,0,twitter,1067748650485497862,6745.0,778.0
P000618,repkatieporter,0,twitter,1081222837459996672,200810.0,580.0
R000612,repjohnrose,0,twitter,1081312310059253763,1814.0,224.0
S001205,repmgs,0,twitter,1067541214671577093,30655.0,1695.0
O000172,repaoc,0,twitter,1079104563280527364,184673.0,45.0
M001207,repdmp,0,twitter,1080941062028447744,14232.0,1840.0
J000302,repjohnjoyce,0,twitter,1082311988926124036,2013.0,445.0
G000591,repmichaelguest,0,twitter,1081243468327018496,2829.0,297.0
C001117,repcasten,0,twitter,1083472286089396224,10357.0,749.0
H001083,repkendrahorn,0,twitter,1083019402046513152,7121.0,294.0
M001203,repmalinowski,0,twitter,1080898026418384897,3018.0,224.0
M001205,repcarolmiller,0,twitter,1081318716573470720,3576.0,295.0
M001208,replucymcbath,0,twitter,1082380458976051202,18464.0,267.0
P000615,repgregpence,0,twitter,1082369392229400576,3711.0,409.0
R000614,repchiproy,0,twitter,1082790600292925440,21350.0,1131.0
S001214,repgregsteube,0,twitter,1083125649609506816,4430.0,168.0
W000823,repmichaelwaltz,0,twitter,1082416697380913152,4351.0,749.0
G000586,repchuygarcia,0,twitter,1082427779583541248,5439.0,534.0
H001088,rephagedorn,0,twitter,1083474782602125318,1563.0,358.0
K000394,repandykimnj,0,twitter,1078771848882593793,5524.0,453.0
B001307,repjimbaird,0,twitter,1086316494450032640,1517.0,216.0
G000588,repagonzalez,0,twitter,1054381765224210432,3984.0,299.0
G000589,replancegooden,0,twitter,412595957,2630.0,447.0
R000610,greschenthaler,0,twitter,4205133682,7926.0,1184.0
S001210,reprossspano,0,twitter,1090328229548826627,954.0,238.0
